codigo,nome,homepage
000736,Metalúrgica Temari Ltda ( Tanque ),http://www.metalurgicatemari.com.br
000649,MF Rural,http://www.mfrural.com.br
000583,MF SEGURANÇA,http://.
000205,Mibasa,http://www.mibasa.com.br
000855,Mil Assentos e Acessibilidade,http://www.milassentos.com.br
000542,Mil Cores (pastilha Atlas),
000984,MILLA EQUIPAMENTOS METALÚRGICOS EIRELLI,
000273,Mineoro,http://www.mineoro.com.br/
000292,Mineoro - Detector Portal de alta sensibilidade,http://www.mineoro.com.br
000783,Mineração e Comercio Sta Maria Ltda,
000202,Mineração Guidoni,http://http://www.mineracaoguidoni.com.br
000784,Mineração São Jorge,
001013,Mirnox Indústria e Comércio,
000105,Miro' S Comércio de Tubos e Valvulas Ltda,
000106,Mistão,
000949,MIT Engenharia & Tecnologia Eireli,
000214,Mittiser Andaimes,http://WWW.MITTI.COM.BR
000564,Mittiser Andaimes Equipamentos e Serv. Ltda,
000798,Mix Entulho,
001070,"MM Projetos, consultorias e instalações",
001052,Modellaço,
000816,Modulus Interiores Planejados,
000356,Mopa Ind. e Com.  Ltda.,http://www.mopa.com.br
000537,Mosaicor (pastilhas Colortil),
000446,Móveis Freitas,
000935,Móveis Rústicos,
001060,Movicar Comércio e Serviços LTDA,
001011,Movida Aluguel de Carros,
000525,MS GERADORES,http://www.msgeradores.com.br
000928,Mtech - Segurança Eletrônica e Telecom,
000032,Mult Bombas,
000642,Mult- Inox ( Equipamentos Materiais Aço Inox),http://www.multinoxmga.com.br
000005,Mult-Esquadria de Aluminio,
000514,Mult-hidro (Comercial de Tubos e Conexões Ltda),http://www.mult-hidro.com.br
000694,MULTIARVIRTUAL,http://WWW.MULTIARVIRTUAL.COM.BR
000325,MultiDoor ( A porta pronta do Brasil),
000915,MULTIINOX PROD.SERV.AÇO INOX E VIDRO,
000687,MULTIMIX AIR,http://WWW.MULTIMIXAIR.COM.BR
001026,Multiseg Equipamento de Segurança,
000808,MULTISOLO,
000880,Multitelas Rede de Proteção e Alambrados - Aracaju,
000577,MULTIVAC,http://http://www.multivac.com.br/
000416,Mundo da Construção,http://www.mundodaconstrcao.com.br
000404,Mundo do Concreto ( Fosroc ),
000520,Mundomax,http://www.mundomax.com.br
000459,MWG - INDUSTRIA COMERCIO E PRESTAÇÃO DE SERVIÇOS,
000510,NARDINI,http://http://www.nardinieletrica.com.br
000203,Necipa Equipamentos Radiológicos,http://http://www.necipa.com.br/
000544,NENO,
000211,Neoprex,http://www.neoprex.com.br
000289,NEO-REX,http://WWW.NEOREX.COM.BR
000109,Netinho Sinteko,
000543,NGK (representante),
000348,NIVELAR,
000423,Nobre Metais Ind.Com.Serviços Ltda,http://*
000746,Nofor Projetos e Equipamentos Indust. Ltda-EPP,http://www.nofor.com.br
000734,"Nordeste Divisórias,Forros e Persianas Ltda",
000907,Norte Nordeste Const. Manutenção Elétrica,
000461,Norte Vidro (Representante fechadura A L),
001065,Nova Exaustores Ind. e Com. Ltda,http://wwwnovaexaustores.com .br
000573,NOVITAS,http://http://www.novitas.com.br
000110,Novogás,
000569,NP Representações Ltda (Materiais p/ Saneamento),
000849,NTC Brasil,
001038,Núcleo de Tecnologia da Preservação e Restauração,
000019,O Bloco,
000992,O Borrachâo,
000111,O Mundo das Construções,
000422,O Telhadão,
000112,Office,
000113,Oficina São Cristóvão,
000079,Olímpia Sports,
000257,Orcorel,
000594,OTAM,http://.
000114,Otis Elevadores Ltda,
000648,Oxichama Ind. Com. Equipamentos Hospitalares Ltda,
000672,OXIGÁS INSTALAÇÕES,http://WWW.OXIGASINSTALACAO.COM.BR
000867,P S PARAFUSOS E SEGURANÇA LTDA.,
000360,PALIS,
000194,Palmar,
000899,Palmetal Metarlúrgica S.A.,
000115,Pandha do Brasil Ltda,
000994,Panificação Pão & Queijo,
000800,Papa Entulho,
000201,Papaiz,http://http://www.papaiz.com.br/
000673,PAR ELÉETRICA,http://www.pareletrica.com.br
000937,Parafusos - Agna Araújo dos Santos,
000763,Paraná Refrigeração,
000745,Passafaro Ind. Metalurgica Ltda,
000614,Paulista Entulho,
000863,Paulo Cesar - planejados - encosto de banco de mad,
000840,Pavibras Equipamentos ( Furos e Cortes),
000405,Pavicor Asfalto Colorido,
000353,PBC Industria Química Ltda,http://www.pbcbrasil.com.br
000116,Pecom Mármores e Revestimento,http://tecnicopecon@grupomodular.com.br
000222,Ped Anhanguera,
000117,Ped Dinâmica,
000944,Pedreira ( Iran ),
000314,Pedreira Coronel João Sá,
000118,Pedreira Porto  (Belmonte),
000757,Pedreira Ronaldo ( DiDi ),
000376,Pellyauto Revestimento,
000438,Perame Com. de Telas e Arames Ltda,http://www.perametelas.com.br
000431,Perfil - Molduras e Artefatos de Cimento,
000399,Perinox,
000341,Perkrom Const. INd. e Com. Ltda,
000402,Pery,
000768,Petrofab Equipamentos Industriais,http://www.petrofab.com.br
000744,Petropuro (Separador de àgua e óleo),
000654,PHD,http://.
000807,Physicus Comércio de Artigos Esportivos Ltda,
000193,PINI,http://www.piniweb.com
000120,Pisolar,http://www.pisolar.com.br
000378,Pisolar ( manual),http://*
000590,PITA - COMPARCO,http://.
000918,Placa Serv Comunicação,
000799,Planeta Limpo,
000284,Plantão das Baterias,
000677,Plante - Marcos Cesar de Carvalho,
000121,Plataforma Telecomunicações Ltda,
000905,Play Cabos,
000445,POLEODUTO,http://WWW.POLEODUTO.COM.BR
000281,Policom - Furukawa - Cabeamento  Estruturado,http://www.policom.com.br
000122,Polimix Concreto,
000704,POLIVIDROS,
000420,POLOAR,http://www.poloar.com
000444,Poluar Ar Condicionado,
001033,Polybrasil  ( Policarbonato),http://www.polybrasil.com.br
000519,Polymetal  Estrutura Metalica,
000377,Polytubos,
000982,Ponto do Aço,
001098,Ponto do Xadrez Ltda,
001092,Ponto Verde Paisagismo,
000553,Portico Esquadria Ltda (Revestmento em aluminio),http://www.porticesquadrias.com.br
000988,Portifire Engenharia ( Pota Corta Fogo ),http://www.portifire.com.br
000265,Porto  Representações,http://http://usr.solar.com.br/~porto
000303,Portobello Shop,
000124,Poster Lider,http://www.posterlider.com.br
000173,Postes Nordeste,
000330,Posto Atalaia,
000792,Posto Hermes Fontes,
000793,Posto Petrox,
000536,Posto Presidente,
000370,Pozzani Elevadores Ltda,
000298,PPienk equipamento para cozinha,
000522,PREFAZ,
001083,Premo Quality,
000887,Premoldados J & A,
000297,Pré-Moldados Serrana Ltda,http://www.facil.concreto.com.br
000232,Premoldados Sigma Ltda,
000549,PREOL- Ind. de Pré-Moldados Mat. de Contrução Ltda,
000635,Previ Telecom (teste ponto lógicos),
000369,Primtel Telecom - Telecomunicações Sem Fronteiras,
000491,Princesa Vidros,
000914,Projecto - Eng. Projetos Montagens Ltda,
000712,Projinox Ind. Com. Ltda,http://www.projinox.com.br
000709,Prontinox Artefatos em aço inox,http://www.projinoxart.com.br
000874,Prosigns - Comunicação Visual,
000646,PROTEC Exportação,http://.
000647,Proteção Radiologica - PROMOVEX Engenharia,http://www.promovx.com.br
001073,Protector Fire - Equip. Combate Incêndio,http://whatsapp 96317-8496
000259,Protel,
000209,Protfer Comercial Ltda,
000264,Provitel,http://www.provitel.com.br/
000938,PS - Parafusos,
000307,Q - Limpo,
000875,Quadros - SOS Quadros Elétricos,
000623,Quadros Elétrica - Tecnoquadros-Tecnologia/Quadros,
000751,Quadros Elétricos - Bahia Quadros,
000821,Quadros Elétricos - Eletronpaineis,
000449,Quadros elétricos - FASORIAL,http://www.fasorial.com.br
000730,Quadros Elétricos - LEDquadros,http://www.
000834,Quadros eletricos - Metalplastico,
000127,Quadros Elétricos - Power,
000659,QUADROS ELÉTRICOS - UNIQUADROS,http://.
000179,R Pereira Extintores e Calçados Ltda,
000296,Ramalho Comercial,
000466,"Ranor Representações Ltda (Eternit), (Biancogrês)",
000308,Rapidão Limpa Fossa,
001118,RB LED Iluminações,
000517,RBC,
001066,RCA Iluminação,
000986,RCM - Engenharia de Estruturas,
000801,RD MONT Elevadores - I B Elevadores,http://www.rdmontelevadores.com.br
000922,Real Gesso,
000974,REBOTEC,http://sac@rebotecbrasil.com.br
000408,Recicabos,
001106,Recicla ecológica,http://www.cestosdelixeiras.com.br
000946,"Recycla- Dedetização, Desratização, Descupinização",
000610,REDE,http://.
000260,Rede Fácil,
000882,REFAX - Forro em Alumínio,
000252,Refran - Laje Treliçada Com  Eps,http://WWW.REFRAN.COM.BR
000003,Refriman Refrigeração Ltda,http://www.amilinear.com.br
000713,"Refrin - Dutos, Acessórios e Equipamentos (coifas)",
000680,Regi Metal,http://www.rgmetal.com
000924,Rei do Entulho,
000343,Rekotintas,
000884,RELEVO PREMOLDADOS E CONSTRUÇÕES,
000271,Remo Corporation,http://www.remocorporation.com.br
000921,Renner Herrmann S. A.,http://www.rennercoatings.com
000132,Rentalcenter Tudo Para Alugar,
001082,Replay Cabos,
000134,Representações Fonseca Ltda. - Barbará,
000487,Representações Guima (Tubo Kanaflex),
000513,"Representações Guimaraes ltda(Poste,Transf. reat.)",
000856,Representante - Tem Tudo ( Portas de Enrolar ),
000251,Representante da Gerdau (Sr. Pedro ),
000090,Representante de GERADOR,
000241,Representante Ibratim,
000135,Representante José Dias Ltda ( Piso Gail),
000470,Representante NAMBEI - João Soares (cabos e fios),
000836,Representante Philips,
000823,Repume Repuxação e Metalurgica Ltda ( Semiportico),http://www.repume.com.br
000136,Residência Decorações,
000578,RETAP,http://http://www.retap.com.br/
000349,REVEST LINE,
000235,Revista Construção Mercado,http://www.piniweb.com
000191,Revista SBC,
000964,Revolux Material Eletrico Ltda,http://www.revolux.com.br
000844,RF Comercial Industrial de Tubos Ltda,
000952,Ritz Representações ME,
000170,RL- Estacas Metálicas,
000943,RM fundações ( Estaca hélice ),
000527,RML  ( Cravação de Estacas ),
001058,RN Portas Automáticas,
000435,Robson Refrigeração,
000876,Rocha EntulhoLtda-Me,
000628,Rogertec Comercio e Importação Ltda,
000300,Rohr - Escoramentos Metálicos,http://www.rohr.com.br
000850,Romeu- Meira Andrade Const.- Piso Alta Resistencia,
000521,ROOMAR,
000896,Rotomix Brasil Ind. Com. Plasticos ( Duto Entulho),
000238,Rovel -(Talha),http://www.rovela.com.br
000811,RR Motores,http://www.rrmotores.com.br
001054,RS Construções e Adequações Eirele ME,
000560,RST INOX,http://www.rsttorneiras.com.br
000631,RTA - Rede Tecnologia Avançada Ltda ( No Break),http://www.rta.com.br
000147,RTR- Serviços de Estruturas Metálicas Ltda( simel),
000482,SAD Distribuidora Hunter Douglas ( forro PVC ),
001040,Safety glass - Vidros blindados,
000221,Saint-Gobain,
000632,Salvador Service Comunicação Visual,http://www.salvadorservice.com.br
000336,Samarsa Revestimento cerâmico,
000142,Sandolanda (fundição Holanda),
000971,SanecomFibra,
000758,Sanevix Engenharia,http://www.sanevix.com.br
001091,Santa Maria Paisagismo,
000425,Scala (Tubos de aço),
000828,SEALA ACESSIBILIDADE,
000321,Security Wall   ( Concertina),
000331,Sedrez Represet. (Cerâmica Cecrisa ),
000909,SEESE - Sind. dos Enfermeiros do Estado de Sergipe,
000664,SEINFRA - CEARÁ,http://http://www.seinfra.ce.gov.br/index.php/downloads
000903,SEINFRA/SE,
000547,Selig  ( Material Eletrico),
000983,SELVA EQUIPAMENTOS,
000653,SEMANTEC - CR OXIGÊNIO,http://WWW.SEMANTECSERVIÇOS.COM.BR
000143,Semil,
000144,Sempre Mat,
001078,SENAI - SE,
000539,SENGE - BAHIA,http://www.sengeba.org.br
000476,"SEONG - ( Divisoria, forro e portas sinfonada )",
000145,Sergipark Ltda.,
000178,Serpaf Ferragens e Ferramentas,
000234,Serrana Multipedras,
000508,Sertele - Serviços Com. e Rep.,
000133,Servimar Engenharia Ltda,http://www.servimar.com.br
000216,SH Fôrmas Andaimes e Escoramentos,http://www.shformas.com.br
000764,Shomei do Brasil Ltda ( Postes ),http://www.shomei.com.br
000689,SHOP INSET,http://WWW.SHOPINSET.COM.BR
000688,SHOPBOT,http://WWW.SHOPBOT.COM.BR
000691,SHOPPING CLIMA TEMPO,http://WWW.SHOPPINGCLIMATEMPO.COM.BR
001004,Shopping prémoldado,
000212,Sical,http://www.sical.ind.br
000618,SIEMENS,http://www.siemens.com.br
001138,Silicon - ARZ IND de luminárias e energias renov.,http://www.silicon.ind.br
000474,SINAPI,http://www.caixa.gov.br
000351,SINARODO,http:///www.sinarodo.com.br
000908,SINDHOTRE-Sind. dos trabalhadores em hotelaria,
000906,Sindicato Empresas de Asseio e Cons do Estado/Se,
000148,Sinduscon - Sindicato da Ind. Construção Civil,
000699,Sitio e Jardins,
000638,SLIC - Ind. Com. Importação e Exportação - Ltda,http://www.slic.com.br
000151,Socimel- Sociedade Importadora Mercantil Ltda.,
000554,Socitec - ( Revestimento de Aluminio),http://www.socitec-aluminio.com.br
000612,SOINOX,http://.
000881,Solano Transkav Equip. Eletricos ( Transformador),http://www.stkv.com.br
000721,Solar Brasil  Tecnologia & Energia Fotovoltaica Lt,http://www.solarbrasil.com.br
000616,Soletrol Tecnologia,
000720,Soliderenergia Iluminação (Energia Solar),http://www.soliderenergia.com.br
000776,SoloSSantini,
000153,Sonda Engenharia e Construção  Ltda,
000494,Sonotécnica Som Profisssional Ltda,
000995,Soto Filhos - Geradores e Motores Eletricos,http://www.sotofilhos.com.br
000261,Spytech,http://www.spytech.com.br
000219,Squadrus,http://WWW.SQUADRUS.COM.BR
001032,STAGE AUDIO E ACÚSTICA,
000731,Stampa Pisos e Quadras Esportivas,http://www.stampaquadras.com.br
000931,Startubo Comercial,
000739,Stela - Sociedade Téc. de Eleastrômeros Stela Ltda,
000558,STEMAC S/A Grupo Geradores,http://www.stemac.com
000473,STI - Soluções Construtivas,http://www.stisolucoes.com.br
000503,STI Soluções  (Divisoria p/Sanitario),http://www.sti Soluções.com
000696,STOP INSET,http://WWW.STOP INSET.COM.BR
000697,STOP INSET,http://WWW.STOPINSET.COM.BR
000830,Sulzer Pumps Wasterwater Brasil Ltda,http://www.sulzer.com
000563,SUMARÉ - SHERWIN-WILLIAMS,
000765,SUNLAB POWER ( Kit Solar p/ poste ),http://www.sunlab.com.br
001012,SuperCasa,
000728,Supereficiente Acessibilidade Libras e Braille,http://www.librasebraille.com.br
000723,Superlux Midia exterior,http://www.superlux.com.br
000154,Supermix,
000651,SuperRede Comercio de Maquinas Ltda,
000398,Supritudo,
000724,T & A blocos e pisos,
000706,T & A Blocos e pisos ( intertravado),
000848,"T& E Esquadria  ( Aluminio, vidros temp.,Portão,mo",
000415,Target Comercio Representações Ltda,
000458,Tatu,
000198,TCA - Somax,http://http://www.tcasomax.com.br/
000710,TCM Sport,
000410,TEC Tintas,
000585,TECHPLAST,http://.
000958,Tech-Stone - Juarez Almeida,
000895,Tecmetra Soluções em Telemetria,
000636,TÉCNICA REPRESENTAÇÃO LTDA,http://www.tecnicaar.com.br
001059,Tecno Portas,
000622,TECNODIS,http://WWW.TECNODIS.COM.BR
000155,Tecnogás,
000627,TECNOPRO,http://.
000941,Tecnosonda,
000690,TECTERMICA,http://WWW.TECTERMICA.COM.BR
001048,Teixeira Guindastes,
001124,Tek Pisos - Venda e Aplicação,
001101,Telão da Cadeg,
000483,Telas Rocha,http://www.telasrocha.com.br
000324,Telase ( Novatel ),http://*
000258,Tele  Alarme Segurança Total,
000913,TELEFONE,
000374,Teleserv - Ttelefonia Ltda,
001022,Telha de Aluminio ( GAC- Serviços Montagem Espec.),
001045,Tenda Madeiras,
000686,TERMHO HOUSE,http://WWW.THERMOHOUSE.COM.BR
000176,Terminox  Industria & Comércio Ltda,
000290,Termoblock,
000580,TERMOCENTER,
000702,Terwal Máquinas ( Bombas ),
001077,Texas Informática comércio atacadista LTDA,
000683,THOSER,http://www.thoser.com.br
000942,Thyssenkrupp - Elevadores,
000158,Tigre - Representante,
000797,Tigre-ADS (drenagem e Esgoto),http://www.tigre-ads.com
000213,Tijolaria Carbonari Materiais P/ Construção Ltda,http://www.tijolariacarbonari.com.br
000253,Top Pisos - Mix Piso  Estampado,
001132,Top Soldas - Toldos e Coberturas,
000795,TORRE Empreendimentos Rural e Const.Ltda,
000434,Total  AR - Ar Condicionado e Refrigeração Ltda,
000511,TOWER,
001003,"Transquality- Mudanças,Transportes e Serviços Ltda",
001104,Transtiquinho Transporte Ltda - Me,
000771,Traquinagem Com. de Brinquedos Ltda ( Grama Sintet,
000845,Trejor - Soluções Industriais,http://www.trejor.com.br
000468,Trifel Janelas e Portas de Alumínio,
000926,Trimidia Comunicação Visual,
001123,Trinox FMS Locações e metálicos LTDA,
000760,TROCALOR,http://WWW.TROCALOR.COM.BR
000160,Tronco Nordeste Representações Ltda,
000424,Tubasa,
000186,Tubolar Tintas distribuidora Ltda,
000977,Tudo Toldos,
000662,Única - Soluções em Telecomunicações,
000708,Uniontech  Juntas e Impermeabilização Ltda,http://www.uniontech.com.br
000716,UNI-STEIN DO BRASIL ( piso intertravado),http://http://www.unistein.com.br/
000645,Unitech Soluções em Energia Ltda,
000806,Universal Elevadores,
000327,UP Representações (Docol e La Fonte),
000243,Usebloco  Pré-Moldados,
000796,USMATIC-  ( Iluminação Solar ),
000711,V T Refeições,
000406,Valemam,http://vendas@valemam.com.br
000496,Valleo Comercial Ltda,
001107,Valpisos pisos esportivos,
000587,VBM Esquadria tudo em Ferro e Alumínio,
000192,VCOM - Representações Ltda,
000722,VDM Equipamento e Montagens Elétricas (Quadros),http://www.vdmeletricidade.com.br
000162,"Ventec - Vendas técnicas, Comércio e Rep. Ltda.",
000572,Ventiladores - VENTIDIS,http://http://www.ventidis.com.br/pageserver.asp
000591,Ventiladores Industriais - OTAM,http://.
000652,Verbamfix -A Nova Solução Construtiva,
001133,Vergo Fiber,
000626,VERIN,http://www.verin.com.br
000548,VGA - Reppresentação Ltda (Ar Condicionario),
000701,Via Medica Hospitalar,
001085,Via Millano iluminação e revestimentos LTDA,
000582,Via Trade,http://http://www.escorasmetalicas.com.br
000842,Vianox Produtos Metalúrgicos Ltda,http://www.vianox.ind.br
000163,Viapol,
000197,Vibrasom,http://http://www.vibrasom.ind.br/
000813,Vida Verde,http://www.vidaverde.agr.br
001042,Vidraçaria Bell Art's,
000164,Vidraçaria Brasil,
000383,Vidraçaria e esquadria de alumínio Santa Maria,http://*
000890,Vidracaria Imperial  (Vidro Blindado),
000411,Vidraçaria Munize,
000165,Vidraçaria Satélite,
000753,Vidrart - Vidraçaria,
000892,Vidro Blindado - Hi5 Blindagem,
000891,Vidro Blindado - MDV GLASS Vidr Intelig. Ind.e Com,http://www.mdvglass.com.br
000877,Vidro X,
001130,Vila Bárbara - Esquadrias Acústicas em madeira,
000681,Vinnus Cromagem e Zincamento Ltda,
000373,Vipdoor Solution - Porta Automática Social,
000927,Vitor Ferragens e Acessórios,
000865,Vivento Revestimentos,http://www.grupovivento.com.br
000395,Votorantim,http://www.votomassa.com.br
000272,W - MEET,http://www.w-meet.com.br/
000167,White Martins,http://Fone : 0800 70 99000
001119,Wi-fire Sistemas de alarme de incêndio,
000306,Xavier,
000530,YANMAR - AGRAUPE,http://www.agraupe.com
000254,Zetta Metalúrgica Ltda,
000621,Zeus do Brasil ( Central de Alarme ),http://www.zeusdobrasil.com.br
000858,Ziober Brasil,http://www.zioberbrasil.com.br
